,Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
93,2018,09/01/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),starting gate,Racing,Thoroughbred,clear,Team Colors,ROBERTINO DIODORO,DAVID L. COHEN,Team Colors - Tr. Robertino Diodoro - Joc. David Cohen - Fall of rider - DNF, 
94,2018,08/30/2018,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLGR,Non-Racing,Thoroughbred,Overcast  -  68,Thunderbird Wings,LUIS A. GUTIERREZ, ,Thunderbird Wings  -  Tr. Carlos Dominguez  -  Colic without resolution -  Euthanized,Equine Death
95,2018,08/30/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),in the stretch,Racing,Thoroughbred,clear,Altar Boy,RODOLFO (RUDY) RODRIGUEZ,RICARDO SANTANA JR,Altar Boy - Tr. Rudy Rodriguez - Joc. Ricardo Santana Jr. - Horse pulled up in the stretch and vanned off track. DNF., 
96,2018,08/30/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,clear,Cats Halo,GARY J. SCIACCA,DYLAN DAVIS,Cats Halo - Tr. Gary Sciacca - Joc. Dylan Davis - Horse vanned off the track after finish., 
97,2018,08/30/2018,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLGR,Training,Thoroughbred,Sun - 65,Swift One,CHRISTOPHER J. ENGLEHART, ,Swift One  -  Tr.  Chris J. Englehart  -  fx  sesamoid in the LF  while exercising   -  Euthanized,Equine Death
98,2018,08/29/2018,RACING INJURY,Saratoga Racecourse (NYRA),Inner Turf Course,Racing,Thoroughbred,Clear,Dark Gemini,JACK O. FISHER,WILLIAM J. MCCARTHY,Dark Gemini - Tr. Jack Fisher - Lame (pulled up after finish/vanned off), 
99,2018,08/28/2018,RACING INCIDENT,Finger Lakes Gaming & Racetrack,FLGR,Racing,Thoroughbred,Sun - 89 - Fast,Frontier Warrior,ALEJANDRO MAYMO,RODOLFO IGNACIO,Frontier Warrior - Tr. Alejandro Maymo - pulled up after the finish - vanned off, 
100,2018,08/28/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Warm-up,Racing,Harness,Clear,Dominus Hanover,JACKIE L. GREENE,FRANK J. COPPOLA JR,Dominus Hanover - Tr. Jackie Greene - lame right front leg during warm-up,Lameness
101,2018,08/28/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Guidas Geisha,EVE BERGERON,STEEVEN GENOIS,Guidas Geisha - Tr. Eve Bergeron - tied up after warm-up with muscle soreness,Steward's List
102,2018,08/28/2018,EQUINE DEATH,Tioga Downs,Tioga Downs,Non-Racing,Harness,sunny,Mischief Maker,LOUIS GINESI, ,Mischief Maker-Tr. Ginesi-after training knuckled over while walking back to barn shattering his RH pastern.  He was immediately humanely euthanized by attending veterinarian Dr. Michelle MacDougall,Euthanasia
103,2018,08/27/2018,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,3/4 pole,Racing,Harness, ,Bullvillestephanie,STEPHEN G. CREVANI,JOHN S. DESIMONE,Bullvillestephanie - Tr. S. Crevani - broke lame at 3/4-pulled up DNF,Lameness
104,2018,08/27/2018,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Monticello,Racing,Harness,Hot/humid,CHECK MY PULSE,VERNON C. JAMES,DUSTIN P. BLUMENFELD,H-Check My Pulse (Tr.Vernon James) sustained injury to right front pastern  necessitating euthanasia track side.,Euthanasia
105,2018,08/26/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),quarter pole,Racing,Thoroughbred,clear,Bowie,WILLIAM (BRET) B. CALHOUN,JULIEN R. LEPAROUX,Bowie - Tr. Bret Calhoun - Joc. Julien Leparoux - Horse injured LF  euthanized on track.,Euthanasia
106,2018,08/25/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Main Track,Non-Racing,Thoroughbred,Clear,Silver Dust,WILLIAM (BRET) B. CALHOUN,LUIS SAEZ,Silver Dust - Tr. W. Brett Calhoun - Late Scratch (horse reared in gate and fell/walked off), 
107,2018,08/24/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Saratoga,Racing,Thoroughbred, ,Collegeville Girl,RICARDO VEGA,KENDRICK CARMOUCHE,H-Collegeville Girl injured in starting gate prior to race  was scratched from race by Vet., 
108,2018,08/22/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,Partly Cloudy,Lady Darian,PHILIP M. SERPE,RAJIV C. MARAGH,Lady Darian - Tr. Philip Serpe - DNF (pulled up/walked off), 
109,2018,08/21/2018,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Backstretch,Racing,Harness,Hot/humid,River Run for Ryan,ARTHUR J. JONES **,BRUCE A. ALDRICH JR,River Run for Ryan-Trainer Arthur Jones- DNF-Lost shoe during race-broke and pulled up by driver-Must qualify., 
110,2018,08/21/2018,RACING INJURY,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Choochoocharlie,ANDREW J. SARDELLA,JAMES J. DEVAUX,Choochoocharlie - Tr. Andrew Sardella - quarter crack in hoof during warm-up,Injury
111,2018,08/20/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Saratoga Racecourse,Racing,Thoroughbred,Clear,Big Horn Ranger,PATRICK J. QUICK,DYLAN DAVIS,Big Horn Ranger - Tr. Patrick Quick - was pulled up in the vicinity of the 3/8ths pole and vanned off.  Investigation to follow., 
112,2018,08/20/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma track,Training,Thoroughbred,clear,Indifference,JOHN P. TERRANOVA II, ,Indifference - Tr. John Terranova - Injured on Oklahoma track  vanned off and euthanized,Euthanasia
113,2018,08/19/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,Clear,Behavioral Bias,ALBERT M. STALL JR,JUNIOR R. ALVARADO,Behavioral Bias - Tr. Albert Stall Jr. - Joc. Junior Alvarado - Horse vanned off after finish., 
114,2018,08/17/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),training turf,Training,Thoroughbred,overcast,Biz Boss,GARY C. CONTESSA, ,Biz Boss - Tr. Gary Contessa -Fx LF sesamoids pulling up after breeze on Oklahoma training turf-euthanized,Euthanasia
115,2018,08/17/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Saratoga,Racing,Thoroughbred,cloudy  82,Silencia,CHARLTON A. BAKER, ,H-Silencia (Tr. C. Baker) possible heat related issue after finish  hosed off and iced  walked off back to barn, 
116,2018,08/16/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,Clear,Thatcher Street,IAN R. WILKES,JULIEN R. LEPAROUX,Thatcher Street - Tr. Ian Wilkes - Joc. Julien Leparoux - Horse vanned off after finish., 
117,2018,08/16/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),top of stretch,Racing,Thoroughbred,Clear,Hey Good Lookin,MIKE J. MAKER,JOSE L. ORTIZ,Hey Good Lookin - Tr. Michael Maker - Joc. Jose Ortiz - DNF. Pulled up at the top of the stretch and vanned off., 
118,2018,08/12/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),before finish,Racing,Thoroughbred,overcast,Fled,MIGUEL VERA,JOE A. BRAVO,Fled - Tr. Miguel Vera - Joc. Joe Bravo - DNF. Horsed eased in the stretch-walked off the track-no injuries reported, 
119,2018,08/10/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Training,Harness,Clear,Hashtagmadeyalook,GEORGE G. DUCHARME, ,Hashtagmadeyalook - Tr. George Ducharme - Late Scratch (tying up during warmup), 
120,2018,08/10/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Racing,Harness,Clear,Pokerface,DOLORES D. BASILONE,BRETT L. CRAWFORD,Pokerface - Tr. Dolores Basilone - Horse finished race  but came back to paddock lame, 
121,2018,08/09/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,Clear,Ed's Quick Cat,EDUARDO A. MAVER JR,CARLOS D. CAMILO-O'FARRILL JR,Ed's Quick Cat - Tr. Eduardo Maver Jr. - Joc. Carlos Camilo - Horse pulled up after finish and vanned off-heat exhaustion-horse ok, 
122,2018,08/08/2018,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLGR,Racing,Thoroughbred,Sun - mud - 82,My Perfect Gem,JEFFREY S. ENGLEHART,JOSE M. ROHENA,My Perfect Gem  -  Tr.  Jeffrey S. Englehart   -   pulled up at 1/4 pole  -  DNF  -  Euthanized,Equine Death
123,2018,08/08/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Fire and Rain,GUY ROEMER,KIM L. CRAWFORD,Fire and Rain - Tr. Guy Roemer - lame left front during race warm-up,Lameness
124,2018,08/06/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn 46 area,Non-Racing,Thoroughbred,Sunny 88,Master manipulator,ERIC J. GUILLOT, ,H-Master Manipulator (Tr. Eric Guillot) ran loose in barn area  was caught and returned to barn. Upon return  horse collapsed and died. Inv. Continues.,Equine Death
125,2018,08/06/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,clear,Lady Montdore,THOMAS ALBERTRANI,JOE A. BRAVO,Lady Montdore - Tr. Thomas Albertrani - Joc. Joe Bravo - Horse collapsed after finish   got up and walked off track  possible heatstroke., 
126,2018,08/06/2018,RACING INCIDENT,Finger Lakes Gaming & Racetrack,FLGR,Racing,Thoroughbred,Sun - Hot - 91,Empire Image,MICHAEL A. LECESSE,LUIS E. PEREZ,Empire Image - Tr. Michael A. LeCesse - Pulled up 1/4 pole - DNF, 
127,2018,08/06/2018,EQUINE DEATH,Belmont Park (NYRA),Training Track,Training,Thoroughbred, ,Gabriella,TODD A. PLETCHER, ,Gabriella - Tr. Todd Pletcher - Sustained pelvic fracture while training  vanned off  euthanized,Euthanasia
128,2018,08/05/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,clear,Sandy'z Slew,JEREMIAH C. ENGLEHART,JOSE L. ORTIZ,Sandy'z Slew - Tr. J. C. Englehart - Joc. Jose Ortiz - horse vanned off after race-suspensory ligament injury, 
129,2018,08/03/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Training,Harness,Rain,Awake My Soul,BRETT L. CRAWFORD,BRETT L. CRAWFORD,Awake My Soul - Tr. Brett Crawford - Late Scratch (horse warming up poorly/lame upon examination), 
130,2018,08/02/2018,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Hot/humid,Pansformative,ROBERT BONGIORNO,AUSTIN T. SIEGELMAN,Pansformative-pulled up at 1/4 lame. DNF- Must qualify, 
131,2018,08/02/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),main track,Racing,Thoroughbred,overcast, ,TODD A. PLETCHER,LUIS SAEZ,Critique - Tr. Todd Pletcher - Joc. Luis Saez - Horse eased in the stretch  did not finish race and walked off the track., 
132,2018,08/01/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Mellon Turf Course,Racing,Thoroughbred,Cloudy/Lt. Rain,Ferrad's Party,GARY P. GULLO,JOEL ROSARIO,Ferrad's Party - Tr. Gary Gullo - DNF (pulled up/vanned off), 
133,2018,08/01/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga backstretch,Non-Racing,Thoroughbred, ,Frosty Gal,BARCLAY TAGG, ,H-Frosty Gal (Tr. B.Tagg) got away from handler while grazing  ran loose  and subsequently sustained injuries while loose that necessitated euthanasia,Euthanasia
134,2018,07/30/2018,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLGR,Non-Racing,Thoroughbred,clear - 70,My Flying Dragon,MICHAEL A. LECESSE, ,My Flying Dragon - Tr. Michael A. LeCesse - Flipped over on the blacktop in the barn area - suffered major head injury - Non Racing - Euthanized,Equine Death
135,2018,07/30/2018,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,back stretch,Racing,Harness,Hot/humid,Small Bills,RAHEIM T. STRONG,JOHN S. DESIMONE,Small Bills-Tr. Strong- came up lame-pulled up in back stretch-DNF- Must qualify, 
136,2018,07/30/2018,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLGR,Racing,Thoroughbred,overcast - 70,Maddie's Revenge, ,ANDRE S. WORRIE,Maddie's Revenge - Tr. Jeffrey S. Englehart - pulled up while racing - DNF - Vanned off - Euthanized,Injury
137,2018,07/30/2018,EQUINE DEATH,Belmont Park (NYRA),training track,Training,Thoroughbred, ,Charlonique,GARY C. CONTESSA, ,Charlonique - Tr. Gary Contessa -Fx left front cannon bone and sesamoid breezing on training track-euthanized,Injury
138,2018,07/29/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,Partly Cloudy,Moment of Triumph,DONNA M. KUTT,JUNIOR R. ALVARADO,Moment of Triumph - Tr. Donna Kutt - DNF (pulled up/vanned off/no apparent injury), 
139,2018,07/29/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,Partly Cloudy,Carry Your Heels,GARY J. SCIACCA,JOEL ROSARIO,Carry Your Heels - Tr. Gary Sciacca - DNF (pulled up/vanned off/no apparent injury), 
140,2018,07/28/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,Partly Cloudy,Sporting Chance,DARRELL W. LUKAS,LUIS SAEZ,Sporting Chance - Tr. D. Wayne Lukas - DNF (horse bolted out at top of stretch/jockey pulled up as a precaution/no apparent injury), 
141,2018,07/28/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Road Rage,ANDREW J. SARDELLA,BRUCE A. ALDRICH JR,Road Rage - Tr. Andrew Sardella - lame in right rear before race,Lameness
142,2018,07/28/2018,RACING INJURY,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,Partly Cloudy,Olympic Express,DANNY A. GARGAN,KENDRICK CARMOUCHE,Olympic Express - Tr. Danny Gargan - Lame (pulled up after finish/vanned off),Injury
143,2018,07/28/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,Partly Cloudy,Macho Citizen,WILLIAM (BRET) B. CALHOUN,LUIS SAEZ,Macho Citizen - Tr. Bret Calhoun - Pulled up at 3/8 pole- vanned off-Fx RF sesamoids- euthanized,Euthanasia
144,2018,07/25/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),main track,Racing,Thoroughbred,cloudy,Heartspoke,LARRY M. RIVELLI,JAVIER J. CASTELLANO,Heartspoke - Tr. Larry Rivelli - Joc. Javier Castellano - Horse collapsed on track at 3/16 pole  possible cardiovascular death.,Equine Death
145,2018,07/25/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),main track,Racing,Thoroughbred,cloudy,Converge,NAIPAUL R. CHATTERPAUL,JOSE LEZCANO,Converge - Tr. Naipaul Chatterpaul - Joc. Jose Lezcano - Horse pulled up and vanned off., 
146,2018,07/25/2018,RACING INCIDENT,Saratoga Racecourse (NYRA),inner turf course,Unknown,Thoroughbred,cloudy,Daneking,RICHARD J. HENDRIKS,DARREN P. NAGLE,Daneking - Tr. R. J. Hendriks - Joc. Darren Naggle - Horse pulled up lame. DNF,Lameness
147,2018,07/22/2018,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Non-Racing,Harness, ,Livid Luke,DOLORES D. BASILONE, ,Livid Luke-Trainer Basilone-Horse found unresponsive outside Barn A-belived to have escaped from stall and died during overnight hours-Investigation continues,Equine Death
148,2018,07/21/2018,RACING INCIDENT,Tioga Downs,on track,Racing,Harness,temp. 68 F,Mac's Secure,JOSEPH P. SKOWYRA,JAMES M. MEITTINIS,Mac's Secure - Tr. Joe Skowyra - Dr. Jim Meittinis - DNF,Injury
149,2018,07/21/2018,RACING INCIDENT,Saratoga Gaming & Raceway,During Race,Racing,Harness,Clear,Nerida Franco N,MICHAEL P. HALL,JASON J. BARTLETT,Nerida Franco - Tr. Michael Hall - DNF breathing problems,Steward's List
150,2018,07/20/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Racing,Harness,Clear,Need Help Here,KYLE L. SPAGNOLA,ROBERT  (BOB) J. DAVIS,Need Help Here - Tr. Kyle Spagnola - Horse finished race but became lame in left hind leg due to break in stride, 
151,2018,07/20/2018,RACING INJURY,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,Clear/85,Big Agenda,RODOLFO (RUDY) RODRIGUEZ,IRAD ORTIZ JR,Big Agenda - Tr. Rudy Rodriguez - suffered a condylar fracture.  Surgery at Rood & Riddle Saratoga.  Investigation continues., 
152,2018,07/16/2018,RACING INCIDENT,Yonkers Raceway,Yonkers,Racing,Harness, ,All About Heaven,RONALD J. BURKE,GEORGE J. BRENNAN,All About Heaven/Tr.-Ron Burke.Was sctatched on the track prior to the running of the fifth race by the state vetanarian.,Lameness
153,2018,07/14/2018,RACING INCIDENT,Belmont Park (NYRA),Belmont,Racing,Thoroughbred, ,Lady of Miracles,MICHAEL A. MICELI,DYLAN DAVIS,Lady of Miracles/Tr. Mike Miceli.Was taken off of the track in the horse ambulance after winning the 1st race., 
154,2018,07/14/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Poisonous,MELISSA A. BECKWITH,MARK D. BECKWITH,Poisonous - Tr. Meliss Beckwith - lame during warm-up,Lameness
155,2018,07/14/2018,RACING INJURY,Belmont Park (NYRA),5/8 pole,Racing,Thoroughbred,84* Clear,Partagas B C,MICHAEL N. DILGER,MICHAEL J. LUZZI,Horse Partagas B C/Tr-M. Dilger-pulled up at the 5/8 pole-vanned off-no injuries reported-in training, 
156,2018,07/13/2018,RACING INCIDENT,Yonkers Raceway,Yonkers,Racing,Harness, ,onlythetuffsurvive,JACKIE L. GREENE,JORDAN D. STRATTON,Onlythetuffsurvive/Tr.Jackie Green.Was sctatched on the track by state veterinarian prior to the running of the fifth race., 
157,2018,07/10/2018,RACING INCIDENT,Yonkers Raceway,Yonkers,Non-Racing,Harness, ,Here We Go Again,PAUL BLUMENFELD,BRENT HOLLAND,Here We Go Again/Tr-Paul Blumenfeld-Scratched by state veterinarian prior to the running of the seventh race.,Lameness
158,2018,07/08/2018,FALL OF HORSE,Saratoga Gaming & Raceway,Outside Paddock,Racing,Harness,Clear,Angels Image,ERIC L. ADSIT,FRANK J. COPPOLA JR,Angels Image - Tr. Eric Adsit - horse fell near paddock gate before warming up,Injury
159,2018,07/07/2018,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLGR,Racing,Thoroughbred,78 - Sun,David's Elaine,JONATHAN B. BUCKLEY,WILFREDO ROHENA PIZARRO,David's Elaine - Tr. Jonathan B. Buckley - broke down while racing - euthanized on the track - Inv. To Cont., 
160,2018,07/07/2018,RACING INJURY,Finger Lakes Gaming & Racetrack,FLGR,Racing,Thoroughbred,Sun  - 76,Dettifoss,CARLOS V. DOMINGUEZ,RAFAEL J. ROHENA JR.,Dettifoss - Tr. Carlos V. Dominguez - beginning of the 3rd race  horse unseated rider-jokey:  Rafael Rohena Jr. - no injury to horse or rider - EMT personnel injured - stitches - Inv. To Cont, 
161,2018,07/07/2018,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma Training track,Training,Thoroughbred, ,Presumptuous,HAROLD J. BOND, ,PRESUMPTUOUS-Tr. James Bond-sustained closed fractures galloping after breezing  ambulanced to Rood and Riddle  subsequently euthanized after examination,Euthanasia
162,2018,07/05/2018,RACING INCIDENT,Belmont Park (NYRA),After finish,Racing,Thoroughbred,88* Clear,A Dixie Twister,MICHAEL A. MICELI,JOEL ROSARIO,A Dixie Twister-Tr-M. Miceli-pulled up after the finish-of the 2nd race-vanned off-no injuries found-possible heat exhaustion, 
163,2018,07/04/2018,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLFR,Racing,Thoroughbred,Sun - Hot - 94,Dream Host,WAYNE E. SPARLING,JOSHUA A. RODRIGUEZ,Dream Host - Tr. Wayne E. Sparling - fx left front limb and went down  unseating rider - Euthanized on the track - rider treated and released.,Euthanasia
164,2018,07/04/2018,RACING INCIDENT,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,Clear/95,New York Boy,JOSEPH A. CABRERA,ANDY HERNANDEZ SANCHEZ,New York Boy - Tr. Joseph Cabrera - was vanned off after the finish.  Investigation to follow.,Injury
165,2018,06/30/2018,RACING INCIDENT,Saratoga Gaming & Raceway,post parade,Racing,Harness,clear,Pantheon Hanover,DAVID M. DEWHURST,JAMES J. DEVAUX,Pantheon Hanover - Tr. David Dewhurst - Dr. Jim Devaux - Loose horse on track., 
166,2018,06/29/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Training,Harness,Clear,Angel Speak,JACKIE L. GREENE,DAVID L. TRUITT,Angel Speak - Tr. Jackie Greene - Late Scratch (limping during warmup/lame upon examination), 
167,2018,06/29/2018,RACING INJURY,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,85* Clear,Cumulative,ROBERTINO DIODORO,DAVID L. COHEN,Horse Cumulative/Tr-R. Diodoro was pulled up after the finish of the 9th race and vanned off, 
168,2018,06/27/2018,EQUINE DEATH,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,Cloudy/70,Luzinski,NORMAN C. FOLLETT,PABLO FRAGOSO,Luzinski - Tr. Norman Follet - was pulled up in the vicinity of the 1/4 pole.  Euthanized on track. Investigation to follow.,Injury
169,2018,06/27/2018,RACING INJURY,Belmont Park (NYRA),After finish line,Racing,Thoroughbred, ,Bernin' Thru Gold,MARK A. HENNIG,JAVIER J. CASTELLANO,Bernin' Thru Gold(Tr-M. Hennig) fell after the finish of the 6th race and unseated his rider. Bernin' Thru Gold was vanned off the track, 
170,2018,06/25/2018,RACING INCIDENT,Yonkers Raceway,Yonkers,Unknown,Harness, ,IC A Free Spirit,JOSEPH A. DECARLO,JORDAN D. STRATTON,IC A Free Spirit/TR.-Joseph De Carlo. Horse was a late vet scratch on the track prior to racing in the 8Th race. Investigation continues.,Lameness
171,2018,06/23/2018,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,before race,Racing,Harness,light rain,Carlos Danger,CHERYL A. MCGIVERN,BRETT L. CRAWFORD,Carlos Danger - Tr. Cheryl Mc Givern - Did not finish - Irregular heartbeat, 
